person_key,event_name,gender,time1,date_key1,time2,date_key2,time3,date_key3,time4,date_key4
60939,800 FR (LCM),F,544.65,20140606,548.1,20150328,533.9,20150730,554.12,20170709
60939,400 FR (LCM),F,264.36,20140606,261.67,20150326,262.92,20150801,264.55,20170708
60939,800 FR (LCM),F,559.88,20130724,537.37,20140722,544.28,20160611,554.12,20170709
60939,200 FR (LCM),F,130.97,20140517,126.5,20150327,126.48,20160610,127.39,20170707
60939,200 FR (LCM),F,130.97,20140517,128.38,20140722,126.48,20160610,132.22,20180520
60939,800 FR (LCM),F,544.65,20140606,537.37,20140722,544.28,20160611,554.12,20170709
60939,100 FR (LCM),F,61.94,20140517,61.04,20140722,60.39,20150731,61.04,20180519
60939,800 FR (LCM),F,544.65,20140606,548.1,20150328,533.9,20150730,563.73,20180602
60939,800 FR (LCM),F,544.65,20140606,548.1,20150328,544.28,20160611,554.12,20170709
60939,100 FR (LCM),F,64.23,20130730,60.87,20150612,60.39,20150731,61.04,20180519
60939,200 FR (LCM),F,130.97,20140517,128.38,20140722,125.78,20150731,127.39,20170707
60939,1000 FR (SCY),F,609.49,20140326,631.64,20141019,597.59,20160227,614.47,20171103
60939,800 FR (LCM),F,544.65,20140606,537.37,20140722,533.9,20150730,554.12,20170709
60939,400 FR (LCM),F,264.36,20140606,261.67,20150326,263.05,20160609,264.55,20170708
60939,800 FR (LCM),F,559.88,20130724,548.1,20150328,533.9,20150730,563.73,20180602
60939,400 FR (LCM),F,264.36,20140606,261.67,20150326,263.05,20160609,274.27,20180601
60939,200 FR (LCM),F,132.2,20130724,128.38,20140722,125.78,20150731,127.39,20170707
60939,400 FR (LCM),F,274.6,20130724,263.84,20140722,262.92,20150801,274.27,20180601
60939,800 FR (LCM),F,544.65,20140606,548.1,20150328,544.28,20160611,563.73,20180602
60939,200 FR (LCM),F,130.97,20140517,128.38,20140722,126.48,20160610,127.39,20170707
60939,400 FR (LCM),F,264.36,20140606,263.84,20140722,262.92,20150801,274.27,20180601
60939,400 FR (LCM),F,274.6,20130724,261.67,20150326,262.92,20150801,274.27,20180601
60939,200 FR (LCM),F,132.2,20130724,126.5,20150327,125.78,20150731,132.22,20180520
60939,100 FR (LCM),F,61.94,20140517,60.87,20150612,62.24,20160116,61.04,20180519
60939,200 FR (LCM),F,132.2,20130724,128.38,20140722,126.48,20160610,132.22,20180520
60939,200 FR (LCM),F,130.97,20140517,128.38,20140722,125.78,20150731,132.22,20180520
60939,400 FR (LCM),F,274.6,20130724,261.67,20150326,262.92,20150801,264.55,20170708
60939,400 FR (LCM),F,264.36,20140606,263.84,20140722,262.92,20150801,264.55,20170708
60939,200 FR (LCM),F,130.97,20140517,126.5,20150327,125.78,20150731,127.39,20170707
60939,400 FR (LCM),F,274.6,20130724,263.84,20140722,263.05,20160609,264.55,20170708
